gene_raw	rna_log2fc	rna_fdr	gene_name
RGS1	3.0900524340063105	1.1092843653170147e-90	RGS1
C3	3.730073259575688	1.1170145466154311e-90	C3
SLC25A5-AS1	-2.1006088454976646	1.441154422584849e-90	SLC25A5-AS1
UPP2	-4.329259412566602	1.7585911140609627e-90	UPP2
ATP8B3	4.243636001514219	1.7679460621794932e-90	ATP8B3
PTPRO	-3.2675070153778414	2.3754704778018413e-90	PTPRO
AC011352.3	7.288691309777316	2.3985336609512364e-90	AC011352.3
CCNI2	-2.9134671446659284	3.4983931658256443e-90	CCNI2
KCNK13	-2.6232725869507503	4.263080205412606e-90	KCNK13
OPHN1	-1.6988667065792065	4.4812549232533865e-90	OPHN1
SH3GL3	-5.635214264834586	4.7560166647414956e-90	SH3GL3
C4orf47	2.521984607160831	5.402104988276268e-90	C4orf47
LNCTAM34A	2.312953697486537	5.4668914526478005e-90	LNCTAM34A
EMX1	-2.6550906584955998	6.878168625036149e-90	EMX1
PTP4A2P2	2.994566659830291	7.125215917586699e-90	PTP4A2P2
ABCA4	-4.687478428272239	7.4753215594942415e-90	ABCA4
FOXC1	-2.1772848613829483	8.144478387232006e-90	FOXC1
RASSF2	2.176976544596763	8.63198093852514e-90	RASSF2
LY86	2.4721560041670965	9.896478306877985e-90	LY86
APOBEC3H	2.922889429179881	1.067732674483968e-89	APOBEC3H
HRG	-7.043960645921197	1.0923876086244873e-89	HRG
TAP1	1.8290614966191847	1.12622059676372e-89	TAP1
GPSM3	1.9357599332768487	1.1738999635732598e-89	GPSM3
P4HA1	1.7040643863673823	1.1738999635732598e-89	P4HA1
SEMA6D	-2.9494126867769053	1.2843006589427092e-89	SEMA6D
BTN3A2	1.9849875543487443	1.3326880430419113e-89	BTN3A2
PDLIM1	1.6706520251132706	1.3660951453700453e-89	PDLIM1
C6orf223	3.559458532891381	2.0917093356311018e-89	C6orf223
AL359317.2	-2.74294354528099	2.696101003375283e-89	AL359317.2
CCDC88B	2.59583798297365	3.651572468047388e-89	CCDC88B
FCGR2C	3.423637782862357	3.878594520311824e-89	FCGR2C
LOX	4.072049162891834	3.894112430783805e-89	LOX
MECOM	-2.587151388224692	4.373400482439722e-89	MECOM
ISG20	2.3654199430517737	5.106755784976837e-89	ISG20
MIAT	4.421626196363759	5.838755587280889e-89	MIAT
AL021328.1	3.6903787734552345	8.495921281730333e-89	AL021328.1
LINC01738	3.853797693193059	8.89232851276409e-89	LINC01738
C1QC	2.7471268589448785	9.83032980619088e-89	C1QC
LZTS1	2.385949999006968	1.2196874769333404e-88	LZTS1
C1orf127	3.1491335513365697	1.277340927159828e-88	C1orf127
ARHGAP9	2.6013071380826336	1.3152579283444743e-88	ARHGAP9
PRF1	2.62705142184921	1.5876795463468804e-88	PRF1
ADAM18	8.246736019766189	1.5898985949079995e-88	ADAM18
FAM163A	3.209903005990198	1.9049221814732303e-88	FAM163A
AL137186.2	2.372452750219737	2.000433693168784e-88	AL137186.2
TRG-AS1	2.5975245919514403	2.0585729223865467e-88	TRG-AS1
MS4A7	2.3996701292329687	2.300150723784356e-88	MS4A7
ADGRE4P	4.12994875010902	2.9420776786891727e-88	ADGRE4P
LINC01055	-6.399993126001978	3.1199326797799545e-88	LINC01055
CPAMD8	-2.770909888609565	3.3643395757494594e-88	CPAMD8
PADI1	5.697529376080941	7.067398575253496e-88	PADI1
PPP1R18	1.6580427071198085	7.661992454545584e-88	PPP1R18
MUC3A	3.559050082538376	8.202987642990138e-88	MUC3A
CASP1	1.7273401783652436	8.223117495873657e-88	CASP1
PLCL1	-2.658840422938775	8.869600919351268e-88	PLCL1
OTOAP1	3.151841251959256	1.2421671270618045e-87	OTOAP1
PTPRN	5.216626580095618	1.2458396046241795e-87	PTPRN
CD247	2.577639308735794	1.2777308076671998e-87	CD247
FCGR1B	2.8550932270192697	1.5040833787266994e-87	FCGR1B
SH3BP2	1.6667541233106726	1.599119997748174e-87	SH3BP2
AVPR1B	3.86610561326949	1.683910363073492e-87	AVPR1B
AC007993.3	-4.140906249883758	1.7147099434952677e-87	AC007993.3
HLA-A	1.7101575538435947	1.84970791679148e-87	HLA-A
GOLGA8VP	3.169305913175296	2.2594387321349994e-87	GOLGA8VP
BTBD16	3.5624671693124883	2.461293629840851e-87	BTBD16
NPHS1	-5.939780569530574	2.9009008817577305e-87	NPHS1
PRDM16	-3.7120487026429223	3.174496635643717e-87	PRDM16
MCHR1	5.7221845662237145	3.5667609618017645e-87	MCHR1
PHKA2-AS1	2.7549695665631235	3.7557172477744223e-87	PHKA2-AS1
PAQR7	-1.571779485120278	3.791242119872966e-87	PAQR7
LILRB3	2.508166559099501	5.05883700943674e-87	LILRB3
CCL18	5.692628563388061	5.1977487035358855e-87	CCL18
ITGB2	2.384192744425881	6.822008087131254e-87	ITGB2
NFAM1	2.1072353128707464	7.054363041048093e-87	NFAM1
TMC8	2.548949593595902	1.1808917651432212e-86	TMC8
SASH3	2.426528648108698	1.5048470725374245e-86	SASH3
FAM219A	1.0660799638156089	1.5372463974888817e-86	FAM219A
ABHD17C	-2.0476275340070127	1.6291035391661467e-86	ABHD17C
HLX	2.7131906496936318	1.7070155260028733e-86	HLX
TMEM178A	-3.2739775154660617	1.7070155260028733e-86	TMEM178A
DNAJC5B	3.758824699708216	1.9522276988631927e-86	DNAJC5B
IL4R	1.4867477614280775	2.0885525171502995e-86	IL4R
TROAP	3.302075700696097	2.326493149649812e-86	TROAP
PRR15	-3.9296187058295065	2.479538346869504e-86	PRR15
OLFML2B	2.688789937338303	2.9004240735632377e-86	OLFML2B
YPEL4	2.6804838531335577	3.1890562591627293e-86	YPEL4
GZMH	2.982370747116557	3.586768889847457e-86	GZMH
AGBL4	-2.4918859825826862	3.876186679725937e-86	AGBL4
BIN2	2.016065231556675	4.5821175044843135e-86	BIN2
LINP1	3.4230958690574878	4.710693014283202e-86	LINP1
PRAM1	2.455145325148392	4.900338554002381e-86	PRAM1
ARRDC2	1.994891316910351	6.413447022132014e-86	ARRDC2
N4BP2L1	1.3501222619346502	6.659307905722275e-86	N4BP2L1
KNG1	-7.615755940742571	7.194188806107241e-86	KNG1
FASLG	3.475180006028477	7.206441095666266e-86	FASLG
OACYLP	4.254928020545985	8.518700334987642e-86	OACYLP
AC093627.7	-3.7477800012155433	8.919452068843452e-86	AC093627.7
SIGLEC9	2.3033295980067123	1.0788187798583009e-85	SIGLEC9
SCN1B	2.034327616382013	1.148662661126118e-85	SCN1B
ANXA4	1.8436226482860625	1.2365584820947372e-85	ANXA4
UHRF1	2.7629941334649137	1.339639758570763e-85	UHRF1
ACADSB	-2.0332076434571964	1.380307075757251e-85	ACADSB
FAM81A	-2.556765314904152	1.405764414262388e-85	FAM81A
TMSB10	2.132509804278327	1.636226438647234e-85	TMSB10
SIM2	-5.324251756912379	1.8443124993293682e-85	SIM2
AC010378.1	7.146312930878285	1.9121718569710608e-85	AC010378.1
RUFY4	4.966865169720891	2.5075709167168983e-85	RUFY4
AEN	1.3873488673537326	2.859597940404858e-85	AEN
FGD2	2.5126964246923147	3.142603833180016e-85	FGD2
LINC00475	4.169415221613946	3.888610736618722e-85	LINC00475
AC008105.3	3.976975545458628	6.04166128902356e-85	AC008105.3
ANXA9	-1.9146698669466555	6.415254542730621e-85	ANXA9
CRHBP	-4.088184959505304	6.917412904466828e-85	CRHBP
WSPAR	-4.703700625936323	9.300927483540536e-85	WSPAR
EPM2A	-1.336227821583622	1.195157878388637e-84	EPM2A
AC008875.3	1.8952619771682784	1.236321363621646e-84	AC008875.3
TAF5LP1	3.246838100550022	1.2860146737188951e-84	TAF5LP1
GMFG	1.845450058012944	1.4992818983368972e-84	GMFG
TBX21	2.471477269869732	2.179385468635791e-84	TBX21
ITGAL	2.565537358027452	2.292504463905189e-84	ITGAL
AC023154.1	-5.550205780474594	2.3839797160670006e-84	AC023154.1
PPP1R3G	2.131737944140395	2.62975098272792e-84	PPP1R3G
AIF1L	-3.2325676142588966	3.0383350470628453e-84	AIF1L
ALOX15B	4.292291368323506	4.453993378307225e-84	ALOX15B
SNX33	1.312243501717679	5.443668828879463e-84	SNX33
CD72	2.819095759693683	5.443668828879463e-84	CD72
CCL5	3.228813201746993	6.1351143092715595e-84	CCL5
CGREF1	3.2561814008700374	6.393236150366987e-84	CGREF1
SLC28A2	-3.691102626608322	6.491281983534724e-84	SLC28A2
SLC7A8	-3.5892765063833547	6.909859035633599e-84	SLC7A8
POT1-AS1	3.1414172683253296	7.667954650774648e-84	POT1-AS1
YBX3	1.515894666292161	7.929794683360696e-84	YBX3
TPPP2	-4.135306444212068	9.51941982729047e-84	TPPP2
FAM215A	-3.4084086410685988	9.529019796947972e-84	FAM215A
MMP25-AS1	2.366752988103963	1.0006060545922227e-83	MMP25-AS1
PLIN2	2.900561772229164	1.0117937309829725e-83	PLIN2
AC107021.2	2.825712592365377	1.0616064636649953e-83	AC107021.2
BTG2	-2.1090154282048843	1.139276976091285e-83	BTG2
AC011239.2	-3.580951186677702	1.1911735090266698e-83	AC011239.2
SUCLG1	-1.7581113414681249	1.1911735090266698e-83	SUCLG1
AC069209.2	2.944871539415057	1.196113143118399e-83	AC069209.2
LINC00443	-3.3109381974963306	1.2845595965005957e-83	LINC00443
SLA2	2.9073387000556568	1.3035687886251565e-83	SLA2
GZMA	3.120469807325281	1.5975125389977137e-83	GZMA
OTOA	2.934977700964937	2.278028764673255e-83	OTOA
AC087468.1	3.994775813067203	2.377077377989964e-83	AC087468.1
WIPF1	1.4010906637945018	2.4361207455885795e-83	WIPF1
AL590666.2	2.7881499527385016	3.113174846365989e-83	AL590666.2
LINC02521	2.804775212304833	3.1693747865242826e-83	LINC02521
PAG1	1.7177024567392112	3.2129533449220645e-83	PAG1
SNHG26	2.355726745298759	3.6259654827153e-83	SNHG26
AC122134.1	4.634307180211157	3.939840279885128e-83	AC122134.1
ZNF425	-1.230681116902032	4.25644863079288e-83	ZNF425
AC016526.1	-7.032904164660522	5.3725307531189744e-83	AC016526.1
LINC01358	3.638310465130602	6.436734937016977e-83	LINC01358
LGI4	4.591662804677126	6.616375604821868e-83	LGI4
SLC16A1	2.028244079141872	6.616375604821868e-83	SLC16A1
IRF2BPL	-1.4746436408048524	8.018161022993619e-83	IRF2BPL
TNFRSF9	4.046066566725068	8.826930276522687e-83	TNFRSF9
LINC00943	4.006777778802335	1.2516500712789724e-82	LINC00943
VAV1	2.2997244893136743	1.5227379656300212e-82	VAV1
E2F1	2.187158254479599	1.5418049243355698e-82	E2F1
DUSP5P1	4.055935350244418	1.662984600831241e-82	DUSP5P1
LST1	2.254540310807231	1.7753213825366778e-82	LST1
MYO1G	2.6415428179411604	2.5199480102309335e-82	MYO1G
AC093001.2	6.281279692700446	2.729935280795735e-82	AC093001.2
PCK2	-2.308619627612711	2.7382115780374813e-82	PCK2
SLC48A1	-1.435295016839165	3.180693214227986e-82	SLC48A1
LINC00299	3.2724803822945803	3.61489686663382e-82	LINC00299
AC073257.2	3.006087376470723	4.4101877828480106e-82	AC073257.2
HCRTR2	-5.861978371465243	4.9032332038058224e-82	HCRTR2
CORO1A	2.465579434599567	4.957339079320689e-82	CORO1A
RFX8	3.4209513651713634	5.533819884876705e-82	RFX8
DLL4	2.4221366679944927	5.545915030622786e-82	DLL4
GBP5	3.492843336280849	5.982379354188092e-82	GBP5
GAL3ST1	2.9362485926714976	6.334926993221411e-82	GAL3ST1
CASR	-5.5051160691392615	6.776372175615681e-82	CASR
SLC15A2	-3.0975406947780626	7.060996831045259e-82	SLC15A2
ERVMER34-1	-4.729702861028708	7.104022593578031e-82	ERVMER34-1
CCND1	2.2359626890821787	7.149326789265649e-82	CCND1
RAB11FIP4	-1.9622034806196813	8.098762091429295e-82	RAB11FIP4
GRAMD1A	1.3111834792165922	9.321472240153e-82	GRAMD1A
CAPN12	3.0877944346276185	9.614952869112889e-82	CAPN12
PATL2	2.8580588419765838	1.074632367889698e-81	PATL2
AC126121.3	5.8920230052284825	1.1803926619602188e-81	AC126121.3
EOMES	3.497602200755811	1.2506392490770164e-81	EOMES
XPNPEP2	-5.393443214499965	1.277441915371232e-81	XPNPEP2
KIF18B	3.244154320500529	1.342712159875258e-81	KIF18B
BARX2	2.634690992172813	1.408713697424305e-81	BARX2
EYA4	-3.47666719617414	1.8130261630955566e-81	EYA4
ZNF503	-1.9021513881930487	1.8130261630955566e-81	ZNF503
PTPN4	-1.282393478167508	2.2611743587621007e-81	PTPN4
ASS1	-2.729139534597816	4.0421090709901107e-81	ASS1
GP2	-6.884523504238928	4.1249850465113294e-81	GP2
KCNE1B	-5.224782469711883	5.612933980292304e-81	KCNE1B
CHP2	-5.295954045827235	5.632207149401436e-81	CHP2
EVL	1.6816417678156832	5.772377078850983e-81	EVL
CP	4.566732128286697	5.813941745678546e-81	CP
AP005233.2	7.172091059106022	6.79346006281344e-81	AP005233.2
KCNN1	4.2990976200154645	7.311568229858632e-81	KCNN1
ALAD	-1.2907870998543032	7.394480878024093e-81	ALAD
ZAP70	2.9140566643593706	7.428489486058402e-81	ZAP70
ANK3-DT	-3.574287572136021	1.0187203653317204e-80	ANK3-DT
RFC2	1.1017144753150117	1.2284100647131072e-80	RFC2
HLA-F-AS1	1.932296630356054	1.5272536253489143e-80	HLA-F-AS1
MIR155HG	3.532763977233539	1.571662625418292e-80	MIR155HG
HK3	2.589684315003428	1.7246240060749663e-80	HK3
PSMB8-AS1	1.548228000051779	2.228695782260018e-80	PSMB8-AS1
BTK	2.1814935216254394	2.2536192279692526e-80	BTK
CTSW	3.0247865477028983	2.4146806304115427e-80	CTSW
C10orf99	7.226847433847111	2.429134903156456e-80	C10orf99
RNF150	-3.12463052876154	2.640611610276812e-80	RNF150
FKBP10	2.796625618481202	3.5631625457710326e-80	FKBP10
RASL11B	-4.313903029212129	3.9075078916738195e-80	RASL11B
CCDC181	-3.0825302861769446	4.129186790555858e-80	CCDC181
AC011352.1	7.486378247124274	5.004869745098635e-80	AC011352.1
DEPP1	2.256497733645876	5.2408690809723476e-80	DEPP1
CARD16	1.932161479524798	5.328068242853376e-80	CARD16
AC005264.1	3.956708089892789	5.329169357077067e-80	AC005264.1
AREL1	-1.1978872699030605	5.937844019060091e-80	AREL1
PNP	-1.4586574344311245	6.0881139288018816e-80	PNP
LINC02236	3.1510482494335927	6.923065932099728e-80	LINC02236
AC008264.2	-2.8643532910257345	7.880298815992654e-80	AC008264.2
TNFAIP8L2	2.272138378281894	8.175561896690566e-80	TNFAIP8L2
CST7	3.114902377455395	1.072565212752073e-79	CST7
LINC01555	-4.873020908928565	1.3507249486118967e-79	LINC01555
CSPG4BP	-2.617486563606141	1.3968193058483692e-79	CSPG4BP
TMEM52B	-5.061289230390383	1.4231245546667327e-79	TMEM52B
LINC01618	-4.7936602260071615	1.5333159974978806e-79	LINC01618
APOBEC3C	2.113745404311766	1.5342175552941432e-79	APOBEC3C
FERMT3	2.090683063958019	1.581392597908079e-79	FERMT3
AC135048.4	3.649465110798816	2.0545819960509003e-79	AC135048.4
GBP2	1.973322496700572	2.081872019143178e-79	GBP2
MCAM	2.06269819490506	2.759565019305234e-79	MCAM
TMCC1-AS1	1.8487924173217023	6.92993590187569e-79	TMCC1-AS1
INPP5D	1.6854473074596834	7.712278124516684e-79	INPP5D
AC027309.1	-4.187947935621553	1.0594621381511472e-78	AC027309.1
Z98259.3	-6.251141048053951	1.1670517628830215e-78	Z98259.3
AC073115.1	5.5736737710925945	1.2022247981808294e-78	AC073115.1
MRO	-2.996400146889077	1.3481076764678276e-78	MRO
PPP2R2B	-2.29045501987666	1.3485501914984695e-78	PPP2R2B
LINC01543	-6.3778087408746	1.646656859437525e-78	LINC01543
ARL11	1.9346087618890089	1.8997861950363664e-78	ARL11
AC104667.1	-2.801077705211321	2.0635585361346757e-78	AC104667.1
IFFO1	1.7747460493249658	2.308106549170172e-78	IFFO1
AICDA	4.536153725003913	2.342073985115792e-78	AICDA
CXCR2P1	4.541371334753168	2.5244532868860347e-78	CXCR2P1
C1QA	2.606974684223583	2.592887123271364e-78	C1QA
CD8A	3.5853135220455083	3.9989349661348677e-78	CD8A
GAB3	1.6101278680665454	4.1331021308962333e-78	GAB3
FGD5-AS1	-1.126630063057093	4.23788795635638e-78	FGD5-AS1
AC018553.1	2.635912339096873	4.497401016440777e-78	AC018553.1
PAFAH2	-1.066783155165595	4.720251307063837e-78	PAFAH2
AC091390.1	3.1142484555988523	4.810747301380911e-78	AC091390.1
HLA-G	3.891253239948863	4.864022458361404e-78	HLA-G
TRIB3	3.132689463293175	5.039834213409017e-78	TRIB3
AC108704.2	3.090101753287396	5.86387410518749e-78	AC108704.2
MYBL2	3.424117008477247	6.52338385611079e-78	MYBL2
C6orf52	-1.7783604872230023	7.172095159680665e-78	C6orf52
AL109653.3	9.280331828866512	7.486248092551114e-78	AL109653.3
PSTPIP1	2.7896130838285	7.784039696362275e-78	PSTPIP1
AL033527.3	4.082120592763348	9.032221974938803e-78	AL033527.3
STRA8	3.519566414784864	1.1442053804420772e-77	STRA8
MS4A4E	3.260042569143932	1.221923949109029e-77	MS4A4E
AC021491.4	-3.1444308205999723	1.4142075559177783e-77	AC021491.4
THEMIS2	2.054119919196083	1.994347792782585e-77	THEMIS2
AC016526.3	-3.801796011536029	2.205856103105939e-77	AC016526.3
TAF1D	1.4645323931830736	2.2874723440759653e-77	TAF1D
MCM10	2.507934013275697	2.407891722462093e-77	MCM10
VWA8-AS1	-2.506471937495993	2.5070133583338726e-77	VWA8-AS1
LINC00487	3.964783581800572	2.5144573921064527e-77	LINC00487
PHYKPL	1.6226801798802737	2.6547726909641428e-77	PHYKPL
CASZ1	-2.0215547852946214	2.9323531184893888e-77	CASZ1
DEF6	2.2768812592290737	3.055298044932749e-77	DEF6
AC108463.3	3.6586037222313377	3.4313295172886096e-77	AC108463.3
CDH8	3.46446831164021	3.4918014796983314e-77	CDH8
PNMA2	2.790356698144257	3.7980472117060125e-77	PNMA2
DCXR-DT	-4.036333020599901	3.858124676096732e-77	DCXR-DT
PYHIN1	2.9704445558023544	4.335624549033487e-77	PYHIN1
RN7SL138P	2.3031971039182704	4.650399925765711e-77	RN7SL138P
RASSF8	-1.529918315352254	5.322286170087439e-77	RASSF8
HCK	2.034884861155473	5.3358970844154654e-77	HCK
FAM167A	-3.544083889807728	6.2762188406425664e-77	FAM167A
AC025580.3	3.9970382347623055	6.646321847142617e-77	AC025580.3
FLRT1	-4.064017794805123	7.238426175083234e-77	FLRT1
AP001094.2	2.7719806968799623	8.945547376949908e-77	AP001094.2
AL136040.1	-1.4957896030661126	9.387102575261624e-77	AL136040.1
EPGN	-3.920762547578668	9.890883368313079e-77	EPGN
SELPLG	2.048266671223367	1.1107004342126644e-76	SELPLG
ARHGAP24	-1.7271449106593957	1.4597778257377944e-76	ARHGAP24
DNMBP	-1.1454712694515028	1.6237020948335818e-76	DNMBP
CLEC2B	2.322269965359804	1.6639165230429247e-76	CLEC2B
PPDPFL	8.037563539823703	1.7127574198376168e-76	PPDPFL
CYP27B1	-3.645747295451681	1.8566014959939545e-76	CYP27B1
JAK3	2.4433485010375198	1.883724626298822e-76	JAK3
RHEBL1	1.9129264366568208	1.929193381237013e-76	RHEBL1
MYOZ2	-3.1345517232777373	2.143978774140605e-76	MYOZ2
SLC5A7	-4.371937786509579	2.1970879568313318e-76	SLC5A7
EHF	-5.191193674979915	2.4715113284573767e-76	EHF
NKAIN1	4.027933023126102	2.5730496125244507e-76	NKAIN1
AC104530.1	2.896084976768119	2.9834239530660116e-76	AC104530.1
CROT	-1.2718756213204476	3.323784800357718e-76	CROT
ZNF683	3.394060935677341	3.436620759432951e-76	ZNF683
AFAP1L2	-1.865063819141896	3.762972349095856e-76	AFAP1L2
SPHK2	-1.2839417267826518	3.815322430993578e-76	SPHK2
CHSY3	2.227116065729275	3.892265718287146e-76	CHSY3
TNFSF14	3.803651185410058	5.0340473909082344e-76	TNFSF14
AL731533.2	2.188903653788376	5.035984949791933e-76	AL731533.2
PARD3B	-1.4387623338671736	5.152727956077726e-76	PARD3B
SLC1A3	2.7077639118466985	5.4782990395053007e-76	SLC1A3
ZFHX2	-1.73637927922081	5.87300305223377e-76	ZFHX2
ALB	-5.091363202435613	5.99033986586562e-76	ALB
GGTA1	1.9228216491535943	6.079967000585664e-76	GGTA1
CD84	2.771014280482317	7.32370797440558e-76	CD84
WAS	2.1799896577732447	7.614947851565128e-76	WAS
GACAT2	4.7904318230356	8.263974308000698e-76	GACAT2
AURKB	3.040070231985657	8.484682065388433e-76	AURKB
MYO9B	1.1901302711011637	8.49547520042139e-76	MYO9B
CD2	3.008450816919307	8.616511549501086e-76	CD2
PITRM1-AS1	2.201030608932662	8.753727396773485e-76	PITRM1-AS1
SLC25A33	-1.7390234520401209	8.870111227729734e-76	SLC25A33
MXD3	2.638200986577378	9.09813595760884e-76	MXD3
CAPN11	3.3503796654537994	9.28968831788375e-76	CAPN11
CRACR2A	2.148803485406972	9.80559386407943e-76	CRACR2A
LINC01428	3.8059556119629976	1.0452779332771055e-75	LINC01428
IRX1	-4.555354396158985	1.0489471595066563e-75	IRX1
MMP2-AS1	4.820111580185926	1.3198527330830394e-75	MMP2-AS1
DIRAS2	2.9833589231441646	1.492471430287511e-75	DIRAS2
AL162724.2	3.107663467728625	1.6712209843657476e-75	AL162724.2
TMEM45A	3.4902586888981357	1.737970872965403e-75	TMEM45A
ERICH4	-3.621402592233428	2.056977105946446e-75	ERICH4
APBB1IP	2.419139772113501	2.162630729624357e-75	APBB1IP
CXCL10	3.3682717433713973	2.5557487675751553e-75	CXCL10
PDHB	-1.2032354093348854	2.6160337234641953e-75	PDHB
CCR5	2.882873738895891	2.7688519875063623e-75	CCR5
IFI16	1.609650264358053	2.7865016429494027e-75	IFI16
BATF	3.0237165054779465	2.994059512118944e-75	BATF
APLN	2.45442295330439	3.1010323201127867e-75	APLN
DCLK3	3.3027837227907435	3.1430129396591103e-75	DCLK3
CD37	2.1304397572746767	3.438805948351062e-75	CD37
KIF21B	2.1285670717278538	3.5923425713345474e-75	KIF21B
CXCL9	3.576805723553085	3.7149757088170093e-75	CXCL9
C20orf197	2.626324641410348	4.754228115452716e-75	C20orf197
FTH1P22	3.903646089636196	5.527332438581742e-75	FTH1P22
S1PR5	2.397190291989863	5.901747345966942e-75	S1PR5
AC145098.1	2.5082700007698917	6.190535549446783e-75	AC145098.1
AC040160.1	2.1392444187692434	6.688365616513572e-75	AC040160.1
AC156455.1	3.077773605949174	7.261172938381372e-75	AC156455.1
DGKZ	1.279806839577607	8.313075259237238e-75	DGKZ
PRR33	3.68249431916977	8.538280686420524e-75	PRR33
HCG27	2.9290781433277204	1.023790067949788e-74	HCG27
TREML1	2.9475215076260364	1.224905374932895e-74	TREML1
AC068631.1	-4.275049255116675	1.577607617463019e-74	AC068631.1
STX4	1.1721727570899587	1.6020561166933946e-74	STX4
AC092078.1	-6.02841860541533	1.60908834995433e-74	AC092078.1
DPP9	1.4368939062102626	1.6277019075718533e-74	DPP9
MTCL1	2.242434645120697	1.88956437855254e-74	MTCL1
BAX	1.2358348173931872	1.999103053974274e-74	BAX
TYRO3	-2.250525537047364	2.441488052493908e-74	TYRO3
AC025265.1	3.954874591552403	3.183545714250296e-74	AC025265.1
HSPB8	2.16423128003772	3.517937571580673e-74	HSPB8
MS4A6A	2.2326809195000705	3.62831370325699e-74	MS4A6A
SPARC	1.8210158377197891	3.864886811495321e-74	SPARC
KCNE3	2.08320914446924	4.381325929313972e-74	KCNE3
NBPF8	2.165740709622005	4.381325929313972e-74	NBPF8
HLA-J	2.798335878804203	6.178035702480441e-74	HLA-J
KLHL13	-2.1813347543973545	6.350072483283384e-74	KLHL13
EFNA3	2.4484437167541264	7.304015961470028e-74	EFNA3
TCF24	-5.096216067282933	7.358771138165487e-74	TCF24
PLEKHG2	1.7490367635879744	8.2308228411673e-74	PLEKHG2
TBC1D10C	2.5491019444554253	9.298532492884625e-74	TBC1D10C
NME8	2.797275416397255	9.74218555206037e-74	NME8
SFXN3	1.2169492590238662	1.02454070839713e-73	SFXN3
LMO3	-3.368967270157145	1.1848065327381731e-73	LMO3
AC023024.2	3.2134504820985947	1.2728142217223516e-73	AC023024.2
PRSS53	3.468806512296485	1.3614668471026806e-73	PRSS53
LINC00528	2.29683826496179	1.3912378673333422e-73	LINC00528
CHRNA1	5.336548407133096	1.531261904882593e-73	CHRNA1
EHBP1L1	1.4365107138145017	1.7122470574564208e-73	EHBP1L1
